law_number,law_category,official_name,systematic_name,common_name,aliases,effective_date,effective_date_ja,pubchem_cid,inchi_key,smiles,source_link,note,status
,指定薬物(包括),１－（４－ブロモフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,1-(4-buromophenyl)-2-(mechirua mino)puropan-1-on,Brephedrone,4-Bromomethcathinone,2013/04/30,平成25年4月30日,10421832 ,OOJXMFNDUXHDOV-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),2－（メチルアミノ）－1－フェニルブタン－1－オン及びその塩類,2-(mechiruamineo)-1-phenylbutan- 1-on,Buphedrone,,2012/10/17,平成24年10月17日,53249194 ,DDPMGIMJSRUULN-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),２－（メチルアミノ）－１－（４－メチルフェニル）ブタン－１－オン及びその塩類,2-(mechiruamineo)-1-(4-mechirufe niru)butan-1-on,4-Methylbuphedrone,,2013/04/30,平成25年4月30日,71750237 ,ZOGGCQVVLHCLHY-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),２－メチルアミノ－１－（３，４－メチレンジオキシフェニル）ブタン－１－オン及びその塩類,"2-mechiruamineo-1-(3,4-mechirenji okishiphenyl)butan-1-on及びそ の salts",bk-MBDB,Butylone,2007/12/12,平成19年12月12日,56843046 ,CGKQZIULZRXRRJ-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),"２－（メチルアミノ）－１－（３, ４－メチレンジオキシフェニル）ペンタン－１－オン及びその塩類","2-(mechiruamineo)-1-(3, 4-mechiren jiokishiphenyl)pentan-1-on及 びその salts",Pentylone,,2013/04/30,平成25年4月30日,60208608 ,DFMLULIEUUXXSA-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（４－メチルフェニル）－２－（ピロリジン－１－イル）プロパン－１－オン及びその塩類,1-(4-mechiruphenyl)-2-(piroriji n-1-iru)puropan-1-on及びそ の salts,デスエチルピロバレロン,4-MePPP,2012/10/17,平成24年10月17日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),"１－（３, ４－メチレンジオキシフェニル）－２－（ピロリジン－１－イル）ブタン－１－オン及びその塩類","1-(3, 4-mechirenjiokishiphenyl)- 2-(pirorijin-1-iru)butan-1- on",MDPBP,,2012/10/17,平成24年10月17日,71300672 ,OLVLMDVPMCIBQW-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),"１－（３, ４－メチレンジオキシフェニル）－２－（ピロリジン－１－イル）プロパン－１－オン及びその塩類","1-(3, 4-mechirenjiokishiphenyl)- 2-(pirorijin-1-iru)puropan-1 -on",MDPPP,,2013/06/28,平成25年6月28日,6430845 ,NIYQOTCYXGXMPI-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（４－メトキシフェニル）－２－（ジメチルアミノ）プロパン－１－オン及びその塩類,1-(4-methoxyphenyl)-2-(jimechi ruamineo)puropan-1-on 類,"4-Methoxy-N, N- dimethylcathinone",N-Methylmethedrone,2013/04/30,平成25年4月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－メトキシフェニル）－２－（ピロリジン－１－イル）ペンタン－１－オン及びその塩類,1-(4-methoxyphenyl)-2-(pirori jin-1-iru)pentan-1-on及び その salts,4-MeO-α-PVP,,2013/10/21,平成25年10月21日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－メトキシフェニル）－２－（メチルアミノ）プロパン－１－オン及びその塩類,1-(4-methoxyphenyl)-2-(mechiru amineo)puropan-1-on,4-Methoxymethcathinone,Methedrone,2011/04/14,平成23年4月14日,216281 ,MQUIHBQDYYAEMH-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),２－エチルアミノ－１－（４－メチル フェニル）ヘキサン－１－オン及びその塩類,2-echiruamineo-1-(4-mechiru phenyl)hekisan-1-on及びそ の salts,-,,2015/03/25,平成27年3月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),1-フェニル-2-（ピロリジン-1-イル）オクタン-1-オン及びその塩類,1-phenyl-2-(pirorijin-1-iru) okutan-1-on,α-POP,PV9,2014/03/06,平成26年3月6日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－フェニル－２－（ピロリジン－１－イル）ノナン－１－オン及びその塩類,1-phenyl-2-(pirorijin-1- iru)nonan-1-on,α-PNP,PV10,2014/11/18,平成26年11月18日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－フェニル－２－（ピロリジン－１－イル）ヘプタン－１－オン及びその塩類,1-phenyl-2-(pirorijin-1- iru)heputan-1-on 類,α-PHPP,PV8,2013/10/21,平成25年10月21日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－フルオロフェニル）－２－（ピロリジン－１－イル）オクタン－１－オン及びその塩類,1-(4-furuorophenyl)-2-(piro rijin-1-iru)okutan-1-on及 びその salts,4-Fluoro-α-POP,,2015/01/30,平成27年1月30日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－フルオロフェニル）－２－（ピロリジン－１－イル）ヘプタン－１－オン及びその塩類,1-(4-furuorophenyl)-2- (pirorijin-1-iru)heputan-1 -on,4-Fluoro-α-PHPP,,2014/09/19,平成26年9月19日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－フルオロフェニル）－２－（メチルアミノ）オクタン－１－オン及びその塩類,,4F-Octedrone,,-,,165412099 ,PCVBISJRIYDMIU-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（４－フルオロフェニル）－２－（メチルアミノ）ヘキサン－１－オン及びその塩類,,-,,-,,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－メチルフェニル）－２－（ピロリジン－１－イル）ヘキサン－１－オン及びその塩類,,MPHP,4-MePHP,-,,6423085 ,YOSQVMGMENUCDX-UHFFFAOYSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),１－（３，４－メチレンジオキシフェニル）－２－（ピロリジン－１－イル）ヘキサン－１－オン及びその塩類,,"3,4-Methylenedioxy-α-PHP",MDPH,-,,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),1-（４－メトキシフェニル）-2-（ピロリジン-1-イル）オクタン-1-オン及びその塩類,,4-Methoxy-α-POP,,-,,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),１－（４－メトキシフェニル）－２－（ピロリジン－１－イル）ヘプタン－１－オン及びその塩類,,4-Methoxy-α-PHPP,4-Methoxy-PV8,-,,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),３－ヘキシル－６ａ，７，８，１０ａ－テトラヒドロ－６，６，９－トリメチル－６Ｈ－ジベンゾ［ｂ， ｄ］ピラン－１－オール及びその塩類,"3-hekishiru-6a,7,8,10a-tetrahydro -6,6,9-torimechiru-6H-jibenzo[b, d]piran-1-o-ru",Δ9-THCH,THCH,2023/07/25,令和5年7月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),３－ヘキシル－６ａ，７，１０，１０ａ－テトラヒドロ－６，６，９－トリメチル－６Ｈ－ ジベンゾ［ｂ，ｄ］ピラン－１－オール及びその塩類,"3-hekishiru-6a,7,10,10a-tetorahido ro-6,6,9-torimechiru-6H-jibenzo [b,d]piran-1-o-ru",Δ8-THCH,THCH,2023/07/25,令和5年7月25日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),３－ヘプチル－６ａ，７，８，１０ａ－テトラヒドロ－６，６，９－トリメチル－６Ｈ－ジベンゾ［ｂ， ｄ］ピラン－１－オール及びその塩類,"3-hepuchiru-6a,7,8,10a-tetrahydro -6,6,9-torimechiru-6H-jibenzo[b, d]piran-1-o-ru",Δ9-THCP,THC-Heptyl,2022/03/07,令和4年3月7日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),６ａ，７，８，９，１０，１０ａ－ヘキサヒドロ－６，６，９－トリメチル－３－ペンチル－６Ｈ－ジベンゾ［ｂ，ｄ］ピラン－１－オール及びその塩類,"6a,7,8,9,10,10a-hekisahidoro- 6,6,9-torimechiru-3-penchiru-6H -jibenzo[b,d]piran-1-o-ru及び その salts",Hexahydrocannabinol,HHC,-,令和4年3月7日 令和7年10月3日麻薬,16050328 ,XKRHRBJLCLXSGE-VNCLPFQGSA-N,,https://laws.e-gov.go.jp/law/419M60000100014,,OK
,指定薬物(包括),３－ヘキシル－６ａ，７，８，９，１０，１０ａ－ヘキサヒドロ－６，６，９－トリメチル－６Ｈ－ジベンゾ［ｂ，ｄ］ピラン－１－オール及びその塩類,"3-hekishiru-6a,7,8,9,10,10a- hekisahidoro-6,6,9-torimechiru-6H -jibenzo[b,d]piran-1-o-ru及び その salts",HHCH,HHC-H; Hexahydrocannabihexol,2023/11/22,令和5年11月22日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),６ａ，７，８，１０ａ－テトラヒドロ－６，６，９－トリメチル－３－ペンチル－６Ｈ－ジベンゾ［ｂ， ｄ］ピン－１－イル＝アセテート及びその塩類,"6a,7,8,10a-tetrahydro-6,6,9-to rimechiru-3-penchiru-6H-jibenzo[b, d]piran-1-iru=asete-to 類",Δ9-THCO,THC-O; THCO; THC-O-acetate,-,令和5年3月10日 令和6年8月30日麻薬,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),６ａ，７，１０，１０ａ－テトラヒドロ－６，６，９－トリメチル－３－ペンチル－６Ｈ－ジベンゾ［ｂ，ｄ］ピラン－１－イル＝アセテート及びその塩類,"6a,7,10,10a-tetrahydro-6,6,9- torimechiru-3-penchiru-6H-jibenzo [b,d]piran-1-iru=asete-to及びそ の salts",Δ8-THCO,THC-O; THCO; THC-O-acetate,-,令和5年3月10日 令和6年11月20日麻薬,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,指定薬物(包括),６ａ，７，８，９，１０，１０ａ－ヘキサヒドロ－６，６，９－トリメチル－３－ペンチル－６Ｈ－ジベンゾ［ｂ，ｄ］ピラン－１－イル＝アセテート及びその塩類,"6a,7,8,9,10,10a-hekisahidoro-6, 6,9-torimechiru-3-penchiru-6H-jibe nzo[b,d]piran-1-iru=asete-to及 びその salts",HHCO,HHC-O; HHC-O-acetate,2023/03/10,令和5年3月10日,,,,https://laws.e-gov.go.jp/law/419M60000100014,,NOTFOUND
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
